Unnamed: 0,db_id,query,question,query_toks,query_toks_no_value,question_toks,context
2277,entrepreneur,SELECT Weight FROM people ORDER BY Height ASC LIMIT 1,What is the weight of the shortest person?,['SELECT' 'Weight' 'FROM' 'people' 'ORDER' 'BY' 'Height' 'ASC' 'LIMIT' '1'],"['select' 'weight' 'from' 'people' 'order' 'by' 'height' 'asc' 'limit'
 'value']",['What' 'is' 'the' 'weight' 'of' 'the' 'shortest' 'person' '?'],"['CREATE TABLE ""entrepreneur"" ( ""Entrepreneur_ID"" int, ""People_ID"" int, ""Company"" text, ""Money_Requested"" real, ""Investor"" text, PRIMARY KEY (""Entrepreneur_ID""), FOREIGN KEY (""People_ID"") REFERENCES ""people""(""People_ID"") )', 'CREATE TABLE ""people"" ( ""People_ID"" int, ""Name"" text, ""Height"" real, ""Weight"" real, ""Date_of_Birth"" text, PRIMARY KEY (""People_ID"") )']"
6854,flight_4,SELECT count(*) FROM (SELECT city FROM airports GROUP BY city HAVING count(*)  >  3),What is the count of cities with more than 3 airports?,"['SELECT' 'count' '(' '*' ')' 'FROM' '(' 'SELECT' 'city' 'FROM' 'airports'
 'GROUP' 'BY' 'city' 'HAVING' 'count' '(' '*' ')' '>' '3' ')']","['select' 'count' '(' '*' ')' 'from' '(' 'select' 'city' 'from' 'airports'
 'group' 'by' 'city' 'having' 'count' '(' '*' ')' '>' 'value' ')']","['What' 'is' 'the' 'count' 'of' 'cities' 'with' 'more' 'than' '3'
 'airports' '?']","['CREATE TABLE routes ( rid integer PRIMARY KEY, dst_apid integer, -- Id of destination airport dst_ap varchar(4), -- 3-letter (IATA) or 4-letter (ICAO) code of the destination airport src_apid bigint, -- Id of source airport src_ap varchar(4), -- 3-letter (IATA) or 4-letter (ICAO) code of the source airport alid bigint, -- Id of airline airline varchar(4), -- 2-letter (IATA) or 3-letter (ICAO) code of the airline codeshare text, -- ""Y"" if this flight is a codeshare (that is, not operated by -- Airline, but another carrier), empty otherwise FOREIGN KEY(dst_apid) REFERENCES airports(apid), FOREIGN KEY(src_apid) REFERENCES airports(apid), FOREIGN KEY(alid) REFERENCES airlines(alid) )', 'CREATE TABLE airports ( apid integer PRIMARY KEY, -- Id of the airport name text NOT NULL, -- Name of airport city text, -- Main city served by airport country text, -- Country or territory where airport is located x real, -- Latitude of airport: Decimal degrees, usually to six -- significant digits. Negative is South, positive is North y real, -- Longitude of airport: Decimal degrees, usually to six -- significant digits. Negative is West, positive is East elevation bigint, -- Altitude of airport measured in feets iata character varchar(3), -- 3-letter IATA code. empty or null if not assigned/unknown icao character varchar(4) -- 4-letter ICAO code. empty or null if not assigned )', 'CREATE TABLE airlines ( alid integer PRIMARY KEY, -- Id of the airline name text, -- Name of the airline iata varchar(2), -- 2-letter IATA code. empty or null if not assigned/unknown icao varchar(3), -- 3-letter ICAO code. empty or null if not assigned callsign text, -- Airline callsign country text, -- Country or territory where airline is incorporated active varchar(2) -- ""Y"" if the airline is or has until recently been operational, )']"
4421,network_2,"SELECT avg(age) ,  gender FROM Person GROUP BY gender","How old is each gender, on average?","['SELECT' 'avg' '(' 'age' ')' ',' 'gender' 'FROM' 'Person' 'GROUP' 'BY'
 'gender']","['select' 'avg' '(' 'age' ')' ',' 'gender' 'from' 'person' 'group' 'by'
 'gender']","['How' 'old' 'is' 'each' 'gender' ',' 'on' 'average' '?']","['CREATE TABLE Person ( name varchar(20) PRIMARY KEY, age INTEGER, city TEXT, gender TEXT, job TEXT )', 'CREATE TABLE PersonFriend ( name varchar(20), friend varchar(20), year INTEGER, FOREIGN KEY (name) REFERENCES Person(name), FOREIGN KEY (friend) REFERENCES Person(name) )']"
6892,tracking_orders,SELECT order_item_id FROM order_items WHERE product_id = 11,Find all the order items whose product id is 11. What are the order item ids?,"['SELECT' 'order_item_id' 'FROM' 'order_items' 'WHERE' 'product_id' '='
 '11']","['select' 'order_item_id' 'from' 'order_items' 'where' 'product_id' '='
 'value']","['Find' 'all' 'the' 'order' 'items' 'whose' 'product' 'id' 'is' '11' '.'
 'What' 'are' 'the' 'order' 'item' 'ids' '?']","['CREATE TABLE `Customers` ( `customer_id` INTEGER PRIMARY KEY, `customer_name` VARCHAR(80), `customer_details` VARCHAR(255) )', 'CREATE TABLE `Invoices` ( `invoice_number` INTEGER PRIMARY KEY, `invoice_date` DATETIME, `invoice_details` VARCHAR(255) )', 'CREATE TABLE `Orders` ( `order_id` INTEGER PRIMARY KEY, `customer_id` INTEGER NOT NULL, `order_status` VARCHAR(10) NOT NULL, `date_order_placed` DATETIME NOT NULL, `order_details` VARCHAR(255), FOREIGN KEY (`customer_id` ) REFERENCES `Customers`(`customer_id` ) )', 'CREATE TABLE `Products` ( `product_id` INTEGER PRIMARY KEY, `product_name` VARCHAR(80), `product_details` VARCHAR(255) )', 'CREATE TABLE `Order_Items` ( `order_item_id` INTEGER PRIMARY KEY, `product_id` INTEGER NOT NULL, `order_id` INTEGER NOT NULL, `order_item_status` VARCHAR(10) NOT NULL, `order_item_details` VARCHAR(255), FOREIGN KEY (`order_id` ) REFERENCES `Orders`(`order_id` ), FOREIGN KEY (`product_id` ) REFERENCES `Products`(`product_id` ) )', 'CREATE TABLE `Shipments` ( `shipment_id` INTEGER PRIMARY KEY, `order_id` INTEGER NOT NULL, `invoice_number` INTEGER NOT NULL, `shipment_tracking_number` VARCHAR(80), `shipment_date` DATETIME, `other_shipment_details` VARCHAR(255), FOREIGN KEY (`order_id` ) REFERENCES `Orders`(`order_id` ), FOREIGN KEY (`invoice_number` ) REFERENCES `Invoices`(`invoice_number` ) )', 'CREATE TABLE `Shipment_Items` ( `shipment_id` INTEGER NOT NULL, `order_item_id` INTEGER NOT NULL, FOREIGN KEY (`order_item_id` ) REFERENCES `Order_Items`(`order_item_id` ), FOREIGN KEY (`shipment_id` ) REFERENCES `Shipments`(`shipment_id` ) )']"
5579,products_gen_characteristics,"SELECT unit_of_measure FROM ref_product_categories WHERE product_category_code  =  ""Herbs""",Return the unit of measure for 'Herb' products.,"['SELECT' 'unit_of_measure' 'FROM' 'ref_product_categories' 'WHERE'
 'product_category_code' '=' '``' 'Herbs' ""''""]","['select' 'unit_of_measure' 'from' 'ref_product_categories' 'where'
 'product_category_code' '=' 'value']","['Return' 'the' 'unit' 'of' 'measure' 'for' ""'Herb"" ""'"" 'products' '.']","['CREATE TABLE `Ref_Characteristic_Types` ( `characteristic_type_code` VARCHAR(15) PRIMARY KEY, `characteristic_type_description` VARCHAR(80) )', 'CREATE TABLE `Ref_Colors` ( `color_code` VARCHAR(15) PRIMARY KEY, `color_description` VARCHAR(80) )', 'CREATE TABLE `Ref_Product_Categories` ( `product_category_code` VARCHAR(15) PRIMARY KEY, `product_category_description` VARCHAR(80), `unit_of_measure` VARCHAR(20) )', 'CREATE TABLE `Characteristics` ( `characteristic_id` INTEGER PRIMARY KEY, `characteristic_type_code` VARCHAR(15) NOT NULL, `characteristic_data_type` VARCHAR(10), `characteristic_name` VARCHAR(80), `other_characteristic_details` VARCHAR(255), FOREIGN KEY (`characteristic_type_code` ) REFERENCES `Ref_Characteristic_Types`(`characteristic_type_code` ) )', 'CREATE TABLE `Products` ( `product_id` INTEGER PRIMARY KEY, `color_code` VARCHAR(15) NOT NULL, `product_category_code` VARCHAR(15) NOT NULL, `product_name` VARCHAR(80), `typical_buying_price` VARCHAR(20), `typical_selling_price` VARCHAR(20), `product_description` VARCHAR(255), `other_product_details` VARCHAR(255), FOREIGN KEY (`product_category_code` ) REFERENCES `Ref_Product_Categories`(`product_category_code` ),FOREIGN KEY (`color_code` ) REFERENCES `Ref_Colors`(`color_code` ) )', 'CREATE TABLE `Product_Characteristics` ( `product_id` INTEGER NOT NULL, `characteristic_id` INTEGER NOT NULL, `product_characteristic_value` VARCHAR(50), FOREIGN KEY (`characteristic_id` ) REFERENCES `Characteristics`(`characteristic_id` ), FOREIGN KEY (`product_id` ) REFERENCES `Products`(`product_id` ) )']"
3162,station_weather,"SELECT origin ,  count(*) FROM train GROUP BY origin",Find the number of trains starting from each origin.,"['SELECT' 'origin' ',' 'count' '(' '*' ')' 'FROM' 'train' 'GROUP' 'BY'
 'origin']","['select' 'origin' ',' 'count' '(' '*' ')' 'from' 'train' 'group' 'by'
 'origin']",['Find' 'the' 'number' 'of' 'trains' 'starting' 'from' 'each' 'origin' '.'],"['CREATE TABLE ""train"" ( ""id"" int, ""train_number"" int, ""name"" text, ""origin"" text, ""destination"" text, ""time"" text, ""interval"" text, primary key (""id"") )', 'CREATE TABLE ""station"" ( ""id"" int, ""network_name"" text, ""services"" text, ""local_authority"" text, primary key (""id"") )', 'CREATE TABLE ""route"" ( ""train_id"" int, ""station_id"" int, primary key (""train_id"", ""station_id""), foreign key (""train_id"") references `train`(""id""), foreign key (""station_id"") references `station`(""id"") )', 'CREATE TABLE ""weekly_weather"" ( ""station_id"" int, ""day_of_week"" text, ""high_temperature"" int, ""low_temperature"" int, ""precipitation"" real, ""wind_speed_mph"" int, primary key (""station_id"", ""day_of_week""), foreign key (""station_id"") references ""station""(""id"") )']"
4996,soccer_2,SELECT DISTINCT T1.state FROM college AS T1 JOIN tryout AS T2 ON T1.cName  =  T2.cName WHERE T2.decision  =  'yes',Find the states where have some college students in tryout and their decisions are yes.,"['SELECT' 'DISTINCT' 'T1.state' 'FROM' 'college' 'AS' 'T1' 'JOIN' 'tryout'
 'AS' 'T2' 'ON' 'T1.cName' '=' 'T2.cName' 'WHERE' 'T2.decision' '=' ""'yes""
 ""'""]","['select' 'distinct' 't1' '.' 'state' 'from' 'college' 'as' 't1' 'join'
 'tryout' 'as' 't2' 'on' 't1' '.' 'cname' '=' 't2' '.' 'cname' 'where'
 't2' '.' 'decision' '=' 'value']","['Find' 'the' 'states' 'where' 'have' 'some' 'college' 'students' 'in'
 'tryout' 'and' 'their' 'decisions' 'are' 'yes' '.']","['CREATE TABLE College ( cName varchar(20) NOT NULL, state varchar(2), enr numeric(5,0), PRIMARY KEY (cName) )', 'CREATE TABLE Player ( pID numeric(5,0) NOT NULL, pName varchar(20), yCard varchar(3), HS numeric(5,0), PRIMARY KEY (pID) )', 'CREATE TABLE Tryout ( pID numeric(5,0), cName varchar(20), pPos varchar(8), decision varchar(3), PRIMARY KEY (pID, cName), FOREIGN KEY (pID) REFERENCES Player(pID), FOREIGN KEY (cName) REFERENCES College(cName) )']"
1793,small_bank_1,SELECT T1.name FROM accounts AS T1 JOIN checking AS T2 ON T1.custid  =  T2.custid WHERE T2.balance  >  (SELECT avg(balance) FROM checking) INTERSECT SELECT T1.name FROM accounts AS T1 JOIN savings AS T2 ON T1.custid  =  T2.custid WHERE T2.balance  <  (SELECT avg(balance) FROM savings),What are the names of accounts with checking balances greater than the average checking balance and savings balances below the average savings balance?,"['SELECT' 'T1.name' 'FROM' 'accounts' 'AS' 'T1' 'JOIN' 'checking' 'AS'
 'T2' 'ON' 'T1.custid' '=' 'T2.custid' 'WHERE' 'T2.balance' '>' '('
 'SELECT' 'avg' '(' 'balance' ')' 'FROM' 'checking' ')' 'INTERSECT'
 'SELECT' 'T1.name' 'FROM' 'accounts' 'AS' 'T1' 'JOIN' 'savings' 'AS' 'T2'
 'ON' 'T1.custid' '=' 'T2.custid' 'WHERE' 'T2.balance' '<' '(' 'SELECT'
 'avg' '(' 'balance' ')' 'FROM' 'savings' ')']","['select' 't1' '.' 'name' 'from' 'accounts' 'as' 't1' 'join' 'checking'
 'as' 't2' 'on' 't1' '.' 'custid' '=' 't2' '.' 'custid' 'where' 't2' '.'
 'balance' '>' '(' 'select' 'avg' '(' 'balance' ')' 'from' 'checking' ')'
 'intersect' 'select' 't1' '.' 'name' 'from' 'accounts' 'as' 't1' 'join'
 'savings' 'as' 't2' 'on' 't1' '.' 'custid' '=' 't2' '.' 'custid' 'where'
 't2' '.' 'balance' '<' '(' 'select' 'avg' '(' 'balance' ')' 'from'
 'savings' ')']","['What' 'are' 'the' 'names' 'of' 'accounts' 'with' 'checking' 'balances'
 'greater' 'than' 'the' 'average' 'checking' 'balance' 'and' 'savings'
 'balances' 'below' 'the' 'average' 'savings' 'balance' '?']","['CREATE TABLE ACCOUNTS ( custid BIGINT NOT NULL PRIMARY KEY, name VARCHAR(64) NOT NULL )', 'CREATE TABLE SAVINGS ( custid BIGINT NOT NULL PRIMARY KEY, balance FLOAT NOT NULL, FOREIGN KEY (custid) REFERENCES ACCOUNTS (custid) )', 'CREATE TABLE CHECKING ( custid BIGINT NOT NULL PRIMARY KEY, balance FLOAT NOT NULL, FOREIGN KEY (custid) REFERENCES ACCOUNTS (custid) )']"
3307,college_1,"SELECT T1.emp_fname ,  T2.prof_office FROM employee AS T1 JOIN professor AS T2 ON T1.emp_num  =  T2.emp_num JOIN department AS T3 ON T3.dept_code  =  T2.dept_code WHERE T3.dept_name  =  'History' AND T2.prof_high_degree  =  'Ph.D.'",Find the first name and office of the professor who is in the history department and has a Ph.D. degree.,"['SELECT' 'T1.emp_fname' ',' 'T2.prof_office' 'FROM' 'employee' 'AS' 'T1'
 'JOIN' 'professor' 'AS' 'T2' 'ON' 'T1.emp_num' '=' 'T2.emp_num' 'JOIN'
 'department' 'AS' 'T3' 'ON' 'T3.dept_code' '=' 'T2.dept_code' 'WHERE'
 'T3.dept_name' '=' ""'History"" ""'"" 'AND' 'T2.prof_high_degree' '=' ""'Ph.D""
 '.' ""'""]","['select' 't1' '.' 'emp_fname' ',' 't2' '.' 'prof_office' 'from'
 'employee' 'as' 't1' 'join' 'professor' 'as' 't2' 'on' 't1' '.' 'emp_num'
 '=' 't2' '.' 'emp_num' 'join' 'department' 'as' 't3' 'on' 't3' '.'
 'dept_code' '=' 't2' '.' 'dept_code' 'where' 't3' '.' 'dept_name' '='
 'value' 'and' 't2' '.' 'prof_high_degree' '=' 'value']","['Find' 'the' 'first' 'name' 'and' 'office' 'of' 'the' 'professor' 'who'
 'is' 'in' 'the' 'history' 'department' 'and' 'has' 'a' 'Ph.D.' 'degree'
 '.']","['CREATE TABLE CLASS ( CLASS_CODE varchar(5) PRIMARY KEY, CRS_CODE varchar(10), CLASS_SECTION varchar(2), CLASS_TIME varchar(20), CLASS_ROOM varchar(8), PROF_NUM int, FOREIGN KEY (CRS_CODE) REFERENCES COURSE(CRS_CODE) FOREIGN KEY (PROF_NUM) REFERENCES EMPLOYEE(EMP_NUM) )', 'CREATE TABLE COURSE ( CRS_CODE varchar(10) PRIMARY KEY, DEPT_CODE varchar(10), CRS_DESCRIPTION varchar(35), CRS_CREDIT float(8), FOREIGN KEY (DEPT_CODE) REFERENCES DEPARTMENT(DEPT_CODE) )', 'CREATE TABLE DEPARTMENT ( DEPT_CODE varchar(10) PRIMARY KEY, DEPT_NAME varchar(30), SCHOOL_CODE varchar(8), EMP_NUM int, DEPT_ADDRESS varchar(20), DEPT_EXTENSION varchar(4), FOREIGN KEY (EMP_NUM) REFERENCES EMPLOYEE(EMP_NUM) )', 'CREATE TABLE EMPLOYEE ( EMP_NUM int PRIMARY KEY, EMP_LNAME varchar(15), EMP_FNAME varchar(12), EMP_INITIAL varchar(1), EMP_JOBCODE varchar(5), EMP_HIREDATE datetime, EMP_DOB datetime )', 'CREATE TABLE ENROLL ( CLASS_CODE varchar(5), STU_NUM int, ENROLL_GRADE varchar(50), FOREIGN KEY (CLASS_CODE) REFERENCES CLASS(CLASS_CODE) FOREIGN KEY (STU_NUM) REFERENCES STUDENT(STU_NUM) )', 'CREATE TABLE PROFESSOR ( EMP_NUM int, DEPT_CODE varchar(10), PROF_OFFICE varchar(50), PROF_EXTENSION varchar(4), PROF_HIGH_DEGREE varchar(5), FOREIGN KEY (EMP_NUM) REFERENCES EMPLOYEE(EMP_NUM), FOREIGN KEY (DEPT_CODE) REFERENCES DEPARTMENT(DEPT_CODE) )', 'CREATE TABLE STUDENT ( STU_NUM int PRIMARY KEY, STU_LNAME varchar(15), STU_FNAME varchar(15), STU_INIT varchar(1), STU_DOB datetime, STU_HRS int, STU_CLASS varchar(2), STU_GPA float(8), STU_TRANSFER numeric, DEPT_CODE varchar(18), STU_PHONE varchar(4), PROF_NUM int, FOREIGN KEY (DEPT_CODE) REFERENCES DEPARTMENT(DEPT_CODE) )']"
4448,network_2,SELECT name FROM person EXCEPT SELECT T2.name FROM Person AS T1 JOIN PersonFriend AS T2 ON T1.name  =  T2.friend WHERE T1.job  =  'student',Find the name of the person who has no student friends.,"['SELECT' 'name' 'FROM' 'person' 'EXCEPT' 'SELECT' 'T2.name' 'FROM'
 'Person' 'AS' 'T1' 'JOIN' 'PersonFriend' 'AS' 'T2' 'ON' 'T1.name' '='
 'T2.friend' 'WHERE' 'T1.job' '=' ""'student"" ""'""]","['select' 'name' 'from' 'person' 'except' 'select' 't2' '.' 'name' 'from'
 'person' 'as' 't1' 'join' 'personfriend' 'as' 't2' 'on' 't1' '.' 'name'
 '=' 't2' '.' 'friend' 'where' 't1' '.' 'job' '=' 'value']","['Find' 'the' 'name' 'of' 'the' 'person' 'who' 'has' 'no' 'student'
 'friends' '.']","['CREATE TABLE Person ( name varchar(20) PRIMARY KEY, age INTEGER, city TEXT, gender TEXT, job TEXT )', 'CREATE TABLE PersonFriend ( name varchar(20), friend varchar(20), year INTEGER, FOREIGN KEY (name) REFERENCES Person(name), FOREIGN KEY (friend) REFERENCES Person(name) )']"
6679,driving_school,"SELECT max(amount_outstanding) ,  min(amount_outstanding) ,  avg(amount_outstanding) FROM Customers;","What is the maximum, minimum, and average amount of money outsanding for all customers?","['SELECT' 'max' '(' 'amount_outstanding' ')' ',' 'min' '('
 'amount_outstanding' ')' ',' 'avg' '(' 'amount_outstanding' ')' 'FROM'
 'Customers' ';']","['select' 'max' '(' 'amount_outstanding' ')' ',' 'min' '('
 'amount_outstanding' ')' ',' 'avg' '(' 'amount_outstanding' ')' 'from'
 'customers']","['What' 'is' 'the' 'maximum' ',' 'minimum' ',' 'and' 'average' 'amount'
 'of' 'money' 'outsanding' 'for' 'all' 'customers' '?']","['CREATE TABLE `Addresses` ( `address_id` INTEGER PRIMARY KEY, `line_1_number_building` VARCHAR(80), `city` VARCHAR(50), `zip_postcode` VARCHAR(20), `state_province_county` VARCHAR(50), `country` VARCHAR(50) )', 'CREATE TABLE `Staff` ( `staff_id` INTEGER PRIMARY KEY, `staff_address_id` INTEGER NOT NULL, `nickname` VARCHAR(80), `first_name` VARCHAR(80), `middle_name` VARCHAR(80), `last_name` VARCHAR(80), `date_of_birth` DATETIME, `date_joined_staff` DATETIME, `date_left_staff` DATETIME, FOREIGN KEY (`staff_address_id` ) REFERENCES `Addresses`(`address_id` ) )', 'CREATE TABLE `Vehicles` ( `vehicle_id` INTEGER PRIMARY KEY, `vehicle_details` VARCHAR(255) )', 'CREATE TABLE `Customers` ( `customer_id` INTEGER PRIMARY KEY, `customer_address_id` INTEGER NOT NULL, `customer_status_code` VARCHAR(15) NOT NULL, `date_became_customer` DATETIME, `date_of_birth` DATETIME, `first_name` VARCHAR(80), `last_name` VARCHAR(80), `amount_outstanding` DOUBLE NULL, `email_address` VARCHAR(250), `phone_number` VARCHAR(255), `cell_mobile_phone_number` VARCHAR(255), FOREIGN KEY (`customer_address_id` ) REFERENCES `Addresses`(`address_id` ) )', 'CREATE TABLE `Customer_Payments` ( `customer_id` INTEGER NOT NULL, `datetime_payment` DATETIME NOT NULL, `payment_method_code` VARCHAR(10) NOT NULL, `amount_payment` DOUBLE NULL, PRIMARY KEY (`customer_id`,`datetime_payment`), FOREIGN KEY (`customer_id` ) REFERENCES `Customers`(`customer_id` ) )', 'CREATE TABLE `Lessons` ( `lesson_id` INTEGER PRIMARY KEY, `customer_id` INTEGER NOT NULL, `lesson_status_code` VARCHAR(15) NOT NULL, `staff_id` INTEGER, `vehicle_id` INTEGER NOT NULL, `lesson_date` DATETIME, `lesson_time` VARCHAR(10), `price` DOUBLE NULL, FOREIGN KEY (`vehicle_id` ) REFERENCES `Vehicles`(`vehicle_id` ), FOREIGN KEY (`staff_id` ) REFERENCES `Staff`(`staff_id` ), FOREIGN KEY (`customer_id` ) REFERENCES `Customers`(`customer_id` ) )']"
1989,phone_market,SELECT T3.Name FROM phone_market AS T1 JOIN market AS T2 ON T1.Market_ID  =  T2.Market_ID JOIN phone AS T3 ON T1.Phone_ID  =  T3.Phone_ID WHERE T2.Num_of_shops  >  50,Show the names of phones that are on market with number of shops greater than 50.,"['SELECT' 'T3.Name' 'FROM' 'phone_market' 'AS' 'T1' 'JOIN' 'market' 'AS'
 'T2' 'ON' 'T1.Market_ID' '=' 'T2.Market_ID' 'JOIN' 'phone' 'AS' 'T3' 'ON'
 'T1.Phone_ID' '=' 'T3.Phone_ID' 'WHERE' 'T2.Num_of_shops' '>' '50']","['select' 't3' '.' 'name' 'from' 'phone_market' 'as' 't1' 'join' 'market'
 'as' 't2' 'on' 't1' '.' 'market_id' '=' 't2' '.' 'market_id' 'join'
 'phone' 'as' 't3' 'on' 't1' '.' 'phone_id' '=' 't3' '.' 'phone_id'
 'where' 't2' '.' 'num_of_shops' '>' 'value']","['Show' 'the' 'names' 'of' 'phones' 'that' 'are' 'on' 'market' 'with'
 'number' 'of' 'shops' 'greater' 'than' '50' '.']","['CREATE TABLE ""phone"" ( ""Name"" text, ""Phone_ID"" int, ""Memory_in_G"" int, ""Carrier"" text, ""Price"" real, PRIMARY KEY (""Phone_ID"") )', 'CREATE TABLE ""market"" ( ""Market_ID"" int, ""District"" text, ""Num_of_employees"" int, ""Num_of_shops"" real, ""Ranking"" int, PRIMARY KEY (""Market_ID"") )', 'CREATE TABLE ""phone_market"" ( ""Market_ID"" int, ""Phone_ID"" text, ""Num_of_stock"" int, PRIMARY KEY (""Market_ID"",""Phone_ID""), FOREIGN KEY (""Market_ID"") REFERENCES `market`(""Market_ID""), FOREIGN KEY (""Phone_ID"") REFERENCES `phone`(""Phone_ID"") )']"
983,university_basketball,SELECT founded FROM university WHERE affiliation != 'Public' ORDER BY founded DESC LIMIT 1,Find the founded year of the newest non public school.,"['SELECT' 'founded' 'FROM' 'university' 'WHERE' 'affiliation' '!' '='
 ""'Public"" ""'"" 'ORDER' 'BY' 'founded' 'DESC' 'LIMIT' '1']","['select' 'founded' 'from' 'university' 'where' 'affiliation' '!' '='
 'value' 'order' 'by' 'founded' 'desc' 'limit' 'value']","['Find' 'the' 'founded' 'year' 'of' 'the' 'newest' 'non' 'public' 'school'
 '.']","['CREATE TABLE ""basketball_match"" ( ""Team_ID"" int, ""School_ID"" int, ""Team_Name"" text, ""ACC_Regular_Season"" text, ""ACC_Percent"" text, ""ACC_Home"" text, ""ACC_Road"" text, ""All_Games"" text, ""All_Games_Percent"" int, ""All_Home"" text, ""All_Road"" text, ""All_Neutral"" text, PRIMARY KEY (""Team_ID""), FOREIGN KEY (`School_ID`) REFERENCES `university`(`School_ID`) )', 'CREATE TABLE ""university"" ( ""School_ID"" int, ""School"" text, ""Location"" text, ""Founded"" real, ""Affiliation"" text, ""Enrollment"" real, ""Nickname"" text, ""Primary_conference"" text, PRIMARY KEY (""School_ID"") )']"
5182,music_2,"SELECT T3.Title FROM Performance AS T1 JOIN Band AS T2 ON T1.bandmate  =  T2.id JOIN Songs AS T3 ON T3.SongId  =  T1.SongId WHERE T2.Lastname  =  ""Heilo""","Find all the songs performed by artist with last name ""Heilo""","['SELECT' 'T3.Title' 'FROM' 'Performance' 'AS' 'T1' 'JOIN' 'Band' 'AS'
 'T2' 'ON' 'T1.bandmate' '=' 'T2.id' 'JOIN' 'Songs' 'AS' 'T3' 'ON'
 'T3.SongId' '=' 'T1.SongId' 'WHERE' 'T2.Lastname' '=' '``' 'Heilo' ""''""]","['select' 't3' '.' 'title' 'from' 'performance' 'as' 't1' 'join' 'band'
 'as' 't2' 'on' 't1' '.' 'bandmate' '=' 't2' '.' 'id' 'join' 'songs' 'as'
 't3' 'on' 't3' '.' 'songid' '=' 't1' '.' 'songid' 'where' 't2' '.'
 'lastname' '=' 'value']","['Find' 'all' 'the' 'songs' 'performed' 'by' 'artist' 'with' 'last' 'name'
 '``' 'Heilo' ""''""]","['CREATE TABLE ""Songs"" ( ""SongId"" INTEGER PRIMARY KEY, ""Title"" TEXT )', 'CREATE TABLE ""Albums"" ( ""AId"" INTEGER PRIMARY KEY, ""Title"" TEXT, ""Year"" INTEGER, ""Label"" TEXT, ""Type"" TEXT )', 'CREATE TABLE ""Band"" ( ""Id"" INTEGER PRIMARY KEY, ""Firstname"" TEXT, ""Lastname"" TEXT )', 'CREATE TABLE ""Instruments"" ( ""SongId"" INTEGER, ""BandmateId"" INTEGER, ""Instrument"" TEXT , PRIMARY KEY(SongId, BandmateId, Instrument), FOREIGN KEY (SongId) REFERENCES Songs(SongId), FOREIGN KEY (BandmateId) REFERENCES Band(Id) )', 'CREATE TABLE ""Performance"" ( ""SongId"" INTEGER, ""Bandmate"" INTEGER, ""StagePosition"" TEXT, PRIMARY KEY(SongId, Bandmate), FOREIGN KEY (SongId) REFERENCES Songs(SongId), FOREIGN KEY (Bandmate) REFERENCES Band(Id) )', 'CREATE TABLE ""Tracklists"" ( ""AlbumId"" INTEGER, ""Position"" INTEGER, ""SongId"" INTEGER , PRIMARY KEY(AlbumId, Position), FOREIGN KEY (SongId) REFERENCES Songs(SongId), FOREIGN KEY (AlbumId) REFERENCES Albums(AId) )', 'CREATE TABLE ""Vocals"" ( ""SongId"" INTEGER, ""Bandmate"" INTEGER, ""Type"" TEXT, PRIMARY KEY(SongId, Bandmate), FOREIGN KEY (SongId) REFERENCES Songs(SongId), FOREIGN KEY (Bandmate) REFERENCES Band(Id) )']"
6148,music_4,SELECT avg(Age) FROM artist,Return the average age across all artists.,['SELECT' 'avg' '(' 'Age' ')' 'FROM' 'artist'],['select' 'avg' '(' 'age' ')' 'from' 'artist'],['Return' 'the' 'average' 'age' 'across' 'all' 'artists' '.'],"['CREATE TABLE ""artist"" ( ""Artist_ID"" int, ""Artist"" text, ""Age"" int, ""Famous_Title"" text, ""Famous_Release_date"" text, PRIMARY KEY (""Artist_ID"") )', 'CREATE TABLE ""volume"" ( ""Volume_ID"" int, ""Volume_Issue"" text, ""Issue_Date"" text, ""Weeks_on_Top"" real, ""Song"" text, ""Artist_ID"" int, PRIMARY KEY (""Volume_ID""), FOREIGN KEY (`Artist_ID`) REFERENCES `artist`(`Artist_ID`) )', 'CREATE TABLE ""music_festival"" ( ""ID"" int, ""Music_Festival"" text, ""Date_of_ceremony"" text, ""Category"" text, ""Volume"" int, ""Result"" text, PRIMARY KEY (`ID`), FOREIGN KEY (`Volume`) REFERENCES `volume`(`Volume_ID`) )']"
