,db_id,query,query_toks,question,question_toks,sql
16,GreaterManchesterCrime,"SELECT count(*) FROM GreaterManchesterCrime WHERE Type LIKE ""%Drug%""","['SELECT', 'count(*)', 'FROM', 'GreaterManchesterCrime', 'WHERE', 'Type', 'LIKE', '""%Drug%""']","How many crimes were classified as ""Drugs""?","['How', 'many', 'crimes', 'were', 'classified', 'as', '""Drugs""?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[3, [0, [0, 0, False], None]]]], 'where': [[False, 9, [0, [0, 5, False], None], '""%Drug%""', None]], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}"
17,GreaterManchesterCrime,"SELECT count(*) FROM GreaterManchesterCrime WHERE Outcome LIke ""%Under investigation%""","['SELECT', 'count(*)', 'FROM', 'GreaterManchesterCrime', 'WHERE', 'Outcome', 'LIke', '""%Under', 'investigation%""']","How many crimes are still ""Under investigation"" to date?","['How', 'many', 'crimes', 'are', 'still', '""Under', 'investigation""', 'to', 'date?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[3, [0, [0, 0, False], None]]]], 'where': [[False, 9, [0, [0, 6, False], None], '""%Under investigation%""', None]], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}"
18,GreaterManchesterCrime,"SELECT Location FROM GreaterManchesterCrime WHERE Type LIke ""%Drug%"" GROUP BY Location ORDER BY count(*) DESC LIMIT 1","['SELECT', 'Location', 'FROM', 'GreaterManchesterCrime', 'WHERE', 'Type', 'LIke', '""%Drug%""', 'GROUP', 'BY', 'Location', 'ORDER', 'BY', 'count(*)', 'DESC', 'LIMIT', '1']","Which location has the top amount of ""Drugs"" crime conducted?","['Which', 'location', 'has', 'the', 'top', 'amount', 'of', '""Drugs""', 'crime', 'conducted?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 3, False], None]]]], 'where': [[False, 9, [0, [0, 5, False], None], '""%Drug%""', None]], 'groupBy': [[0, 3, False]], 'having': [], 'orderBy': ['desc', [[0, [3, 0, False], None]]], 'limit': 1, 'intersect': None, 'union': None, 'except': None}"
19,GreaterManchesterCrime,SELECT Type FROM GreaterManchesterCrime GROUP BY Type ORDER BY count(*) DESC LIMIT 1,"['SELECT', 'Type', 'FROM', 'GreaterManchesterCrime', 'GROUP', 'BY', 'Type', 'ORDER', 'BY', 'count(*)', 'DESC', 'LIMIT', '1']",What’s the most common type of crime?,"['What’s', 'the', 'most', 'common', 'type', 'of', 'crime?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 5, False], None]]]], 'where': [], 'groupBy': [[0, 5, False]], 'having': [], 'orderBy': ['desc', [[0, [3, 0, False], None]]], 'limit': 1, 'intersect': None, 'union': None, 'except': None}"
20,GreaterManchesterCrime,SELECT Location FROM GreaterManchesterCrime GROUP BY Location ORDER BY count(*) DESC LIMIT 1,"['SELECT', 'Location', 'FROM', 'GreaterManchesterCrime', 'GROUP', 'BY', 'Location', 'ORDER', 'BY', 'count(*)', 'DESC', 'LIMIT', '1']",Where is the most dangerous area?,"['Where', 'is', 'the', 'most', 'dangerous', 'area?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 3, False], None]]]], 'where': [], 'groupBy': [[0, 3, False]], 'having': [], 'orderBy': ['desc', [[0, [3, 0, False], None]]], 'limit': 1, 'intersect': None, 'union': None, 'except': None}"
21,GreaterManchesterCrime,SELECT Location FROM GreaterManchesterCrime GROUP BY Location ORDER BY count(*) LIMIT 1,"['SELECT', 'Location', 'FROM', 'GreaterManchesterCrime', 'GROUP', 'BY', 'Location', 'ORDER', 'BY', 'count(*)', 'LIMIT', '1']",Where is the safest area?,"['Where', 'is', 'the', 'safest', 'area?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 3, False], None]]]], 'where': [], 'groupBy': [[0, 3, False]], 'having': [], 'orderBy': ['asc', [[0, [3, 0, False], None]]], 'limit': 1, 'intersect': None, 'union': None, 'except': None}"
22,GreaterManchesterCrime,"SELECT Location FROM GreaterManchesterCrime WHERE Type = ""Violence and sexual offences"" GROUP BY Location ORDER BY count(*) DESC LIMIT 1","['SELECT', 'Location', 'FROM', 'GreaterManchesterCrime', 'WHERE', 'Type', '=', '""Violence', 'and', 'sexual', 'offences""', 'GROUP', 'BY', 'Location', 'ORDER', 'BY', 'count(*)', 'DESC', 'LIMIT', '1']",Where is the place with the largest number of sexual offenses crime events?,"['Where', 'is', 'the', 'place', 'with', 'the', 'largest', 'number', 'of', 'sexual', 'offenses', 'crime', 'events?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 3, False], None]]]], 'where': [[False, 2, [0, [0, 5, False], None], '""Violence and sexual offences""', None]], 'groupBy': [[0, 3, False]], 'having': [], 'orderBy': ['desc', [[0, [3, 0, False], None]]], 'limit': 1, 'intersect': None, 'union': None, 'except': None}"
23,GreaterManchesterCrime,SELECT Location FROM GreaterManchesterCrime GROUP BY Location ORDER BY count(*) DESC LIMIT 1,"['SELECT', 'Location', 'FROM', 'GreaterManchesterCrime', 'GROUP', 'BY', 'Location', 'ORDER', 'BY', 'count(*)', 'DESC', 'LIMIT', '1']","If it is possible to increase the number of police officers, which place is with the first priority?","['If', 'it', 'is', 'possible', 'to', 'increase', 'the', 'number', 'of', 'police', 'officers,', 'which', 'place', 'is', 'with', 'the', 'first', 'priority?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 3, False], None]]]], 'where': [], 'groupBy': [[0, 3, False]], 'having': [], 'orderBy': ['desc', [[0, [3, 0, False], None]]], 'limit': 1, 'intersect': None, 'union': None, 'except': None}"
24,GreaterManchesterCrime,"SELECT Type FROM GreaterManchesterCrime WHERE Outcome = ""Awaiting court outcome"" GROUP BY Type ORDER BY count(*) DESC LIMIT 1","['SELECT', 'Type', 'FROM', 'GreaterManchesterCrime', 'WHERE', 'Outcome', '=', '""Awaiting', 'court', 'outcome""', 'GROUP', 'BY', 'Type', 'ORDER', 'BY', 'count(*)', 'DESC', 'LIMIT', '1']",Which type of crime has the most prosecution cases?,"['Which', 'type', 'of', 'crime', 'has', 'the', 'most', 'prosecution', 'cases?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 5, False], None]]]], 'where': [[False, 2, [0, [0, 6, False], None], '""Awaiting court outcome""', None]], 'groupBy': [[0, 5, False]], 'having': [], 'orderBy': ['desc', [[0, [3, 0, False], None]]], 'limit': 1, 'intersect': None, 'union': None, 'except': None}"
25,GreaterManchesterCrime,"SELECT Type FROM GreaterManchesterCrime WHERE Outcome = ""Investigation complete; no suspect identified"" GROUP BY Type ORDER BY count(*) DESC LIMIT 1","['SELECT', 'Type', 'FROM', 'GreaterManchesterCrime', 'WHERE', 'Outcome', '=', '""Investigation', 'complete;', 'no', 'suspect', 'identified""', 'GROUP', 'BY', 'Type', 'ORDER', 'BY', 'count(*)', 'DESC', 'LIMIT', '1']",Which type of crime has the most investigation complete cases?,"['Which', 'type', 'of', 'crime', 'has', 'the', 'most', 'investigation', 'complete', 'cases?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 5, False], None]]]], 'where': [[False, 2, [0, [0, 6, False], None], '""Investigation complete; no suspect identified""', None]], 'groupBy': [[0, 5, False]], 'having': [], 'orderBy': ['desc', [[0, [3, 0, False], None]]], 'limit': 1, 'intersect': None, 'union': None, 'except': None}"
26,GreaterManchesterCrime,"SELECT Outcome FROM GreaterManchesterCrime WHERE CrimeID = ""6B:E2:54:C6:58:D2""","['SELECT', 'Outcome', 'FROM', 'GreaterManchesterCrime', 'WHERE', 'CrimeID', '=', '""6B:E2:54:C6:58:D2""']",What is the result in case 6B:E2:54:C6:58:D2?,"['What', 'is', 'the', 'result', 'in', 'case', '6B:E2:54:C6:58:D2?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 6, False], None]]]], 'where': [[False, 2, [0, [0, 1, False], None], '""6B:E2:54:C6:58:D2""', None]], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}"
0,GreaterManchesterCrime,"SELECT Location FROM GreaterManchesterCrime WHERE Location like ""%Street%"" GROUP BY Location ORDER BY count(*) DESC LIMIT 1","['SELECT', 'Location', 'FROM', 'GreaterManchesterCrime', 'WHERE', 'Location', 'like', '""%Street%""', 'GROUP', 'BY', 'Location', 'ORDER', 'BY', 'count(*)', 'DESC', 'LIMIT', '1']",Which streets in Manchester have the highest rates of crime?,"['Which', 'streets', 'in', 'Manchester', 'have', 'the', 'highest', 'rates', 'of', 'crime?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 3, False], None]]]], 'where': [[False, 9, [0, [0, 3, False], None], '""%Street%""', None]], 'groupBy': [[0, 3, False]], 'having': [], 'orderBy': ['desc', [[0, [3, 0, False], None]]], 'limit': 1, 'intersect': None, 'union': None, 'except': None}"
1,GreaterManchesterCrime,"SELECT CrimeID FROM GreaterManchesterCrime WHERE Type = ""Violence and sexual offences"" ORDER BY CrimeTS DESC LIMIT 1","['SELECT', 'CrimeID', 'FROM', 'GreaterManchesterCrime', 'WHERE', 'Type', '=', '""Violence', 'and', 'sexual', 'offences""', 'ORDER', 'BY', 'CrimeTS', 'DESC', 'LIMIT', '1']",When was the last instance of a violent or sexual offense in Manchester?,"['When', 'was', 'the', 'last', 'instance', 'of', 'a', 'violent', 'or', 'sexual', 'offense', 'in', 'Manchester?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 1, False], None]]]], 'where': [[False, 2, [0, [0, 5, False], None], '""Violence and sexual offences""', None]], 'groupBy': [], 'having': [], 'orderBy': ['desc', [[0, [0, 2, False], None]]], 'limit': 1, 'intersect': None, 'union': None, 'except': None}"
2,GreaterManchesterCrime,"SELECT Location FROM GreaterManchesterCrime WHERE Type = ""Violence and sexual offences"" ORDER BY CrimeTS DESC LIMIT 1","['SELECT', 'Location', 'FROM', 'GreaterManchesterCrime', 'WHERE', 'Type', '=', '""Violence', 'and', 'sexual', 'offences""', 'ORDER', 'BY', 'CrimeTS', 'DESC', 'LIMIT', '1']",Where was the last instance of a violent or sexual offense in Manchester?,"['Where', 'was', 'the', 'last', 'instance', 'of', 'a', 'violent', 'or', 'sexual', 'offense', 'in', 'Manchester?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 3, False], None]]]], 'where': [[False, 2, [0, [0, 5, False], None], '""Violence and sexual offences""', None]], 'groupBy': [], 'having': [], 'orderBy': ['desc', [[0, [0, 2, False], None]]], 'limit': 1, 'intersect': None, 'union': None, 'except': None}"
3,GreaterManchesterCrime,SELECT LSOA FROM GreaterManchesterCrime GROUP BY LSOA ORDER BY count(*) DESC LIMIT 1,"['SELECT', 'LSOA', 'FROM', 'GreaterManchesterCrime', 'GROUP', 'BY', 'LSOA', 'ORDER', 'BY', 'count(*)', 'DESC', 'LIMIT', '1']",Which neighborhood has the highest crime rate?,"['Which', 'neighborhood', 'has', 'the', 'highest', 'crime', 'rate?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 4, False], None]]]], 'where': [], 'groupBy': [[0, 4, False]], 'having': [], 'orderBy': ['desc', [[0, [3, 0, False], None]]], 'limit': 1, 'intersect': None, 'union': None, 'except': None}"
4,GreaterManchesterCrime,"SELECT count(*) FROM GreaterManchesterCrime WHERE Location like ""%Eden Street%""","['SELECT', 'count(*)', 'FROM', 'GreaterManchesterCrime', 'WHERE', 'Location', 'like', '""%Eden', 'Street%""']",What is the crime rate for Eden Street area?,"['What', 'is', 'the', 'crime', 'rate', 'for', 'Eden', 'Street', 'area?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[3, [0, [0, 0, False], None]]]], 'where': [[False, 9, [0, [0, 3, False], None], '""%Eden Street%""', None]], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}"
5,GreaterManchesterCrime,SELECT Type FROM GreaterManchesterCrime GROUP BY Type ORDER BY count(*) DESC LIMIT 1,"['SELECT', 'Type', 'FROM', 'GreaterManchesterCrime', 'GROUP', 'BY', 'Type', 'ORDER', 'BY', 'count(*)', 'DESC', 'LIMIT', '1']",What is the most common type of crime?,"['What', 'is', 'the', 'most', 'common', 'type', 'of', 'crime?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 5, False], None]]]], 'where': [], 'groupBy': [[0, 5, False]], 'having': [], 'orderBy': ['desc', [[0, [3, 0, False], None]]], 'limit': 1, 'intersect': None, 'union': None, 'except': None}"
6,GreaterManchesterCrime,"SELECT Location FROM GreaterManchesterCrime WHERE Type = ""Burglary"" GROUP BY Location ORDER BY count(*) DESC LIMIT 1","['SELECT', 'Location', 'FROM', 'GreaterManchesterCrime', 'WHERE', 'Type', '=', '""Burglary""', 'GROUP', 'BY', 'Location', 'ORDER', 'BY', 'count(*)', 'DESC', 'LIMIT', '1']",Which neighborhood/area has the highest burglary rate?,"['Which', 'neighborhood/area', 'has', 'the', 'highest', 'burglary', 'rate?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 3, False], None]]]], 'where': [[False, 2, [0, [0, 5, False], None], '""Burglary""', None]], 'groupBy': [[0, 3, False]], 'having': [], 'orderBy': ['desc', [[0, [3, 0, False], None]]], 'limit': 1, 'intersect': None, 'union': None, 'except': None}"
7,GreaterManchesterCrime,SELECT Location FROM GreaterManchesterCrime GROUP BY Location ORDER BY count(*) DESC LIMIT 1,"['SELECT', 'Location', 'FROM', 'GreaterManchesterCrime', 'GROUP', 'BY', 'Location', 'ORDER', 'BY', 'count(*)', 'DESC', 'LIMIT', '1']",Which area do most of the crimes happen?,"['Which', 'area', 'do', 'most', 'of', 'the', 'crimes', 'happen?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 3, False], None]]]], 'where': [], 'groupBy': [[0, 3, False]], 'having': [], 'orderBy': ['desc', [[0, [3, 0, False], None]]], 'limit': 1, 'intersect': None, 'union': None, 'except': None}"
8,GreaterManchesterCrime,SELECT LSOA FROM GreaterManchesterCrime GROUP BY LSOA ORDER BY count(*) DESC LIMIT 1,"['SELECT', 'LSOA', 'FROM', 'GreaterManchesterCrime', 'GROUP', 'BY', 'LSOA', 'ORDER', 'BY', 'count(*)', 'DESC', 'LIMIT', '1']",Which Lower Layer Output Area do most of the crimes happen?,"['Which', 'Lower', 'Layer', 'Output', 'Area', 'do', 'most', 'of', 'the', 'crimes', 'happen?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 4, False], None]]]], 'where': [], 'groupBy': [[0, 4, False]], 'having': [], 'orderBy': ['desc', [[0, [3, 0, False], None]]], 'limit': 1, 'intersect': None, 'union': None, 'except': None}"
0,GreaterManchesterCrime,SELECT CrimeTS FROM GreaterManchesterCrime GROUP BY CrimeTS ORDER BY count(*) DESC LIMIT 1,"['SELECT', 'CrimeTS', 'FROM', 'GreaterManchesterCrime', 'GROUP', 'BY', 'CrimeTS', 'ORDER', 'BY', 'count(*)', 'DESC', 'LIMIT', '1']",What time do most of the crimes happen?,"['What', 'time', 'do', 'most', 'of', 'the', 'crimes', 'happen?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 2, False], None]]]], 'where': [], 'groupBy': [[0, 2, False]], 'having': [], 'orderBy': ['desc', [[0, [3, 0, False], None]]], 'limit': 1, 'intersect': None, 'union': None, 'except': None}"
1,GreaterManchesterCrime,"SELECT Outcome FROM GreaterManchesterCrime WHERE Location LIKE ""%Street%"" GROUP BY Outcome ORDER BY count(*) DESC LIMIT 1","['SELECT', 'Outcome', 'FROM', 'GreaterManchesterCrime', 'WHERE', 'Location', 'LIKE', '""%Street%""', 'GROUP', 'BY', 'Outcome', 'ORDER', 'BY', 'count(*)', 'DESC', 'LIMIT', '1']","What are the most likely outcome of the police investigation if the crime happen on ""street""?","['What', 'are', 'the', 'most', 'likely', 'outcome', 'of', 'the', 'police', 'investigation', 'if', 'the', 'crime', 'happen', 'on', '""street""?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 6, False], None]]]], 'where': [[False, 9, [0, [0, 3, False], None], '""%Street%""', None]], 'groupBy': [[0, 6, False]], 'having': [], 'orderBy': ['desc', [[0, [3, 0, False], None]]], 'limit': 1, 'intersect': None, 'union': None, 'except': None}"
2,GreaterManchesterCrime,"SELECT Type FROM GreaterManchesterCrime WHERE LSOA LIKE ""%Salford%"" GROUP BY Type ORDER BY count(*) DESC LIMIT 1","['SELECT', 'Type', 'FROM', 'GreaterManchesterCrime', 'WHERE', 'LSOA', 'LIKE', '""%Salford%""', 'GROUP', 'BY', 'Type', 'ORDER', 'BY', 'count(*)', 'DESC', 'LIMIT', '1']",Which type of crime happen the most in Salford?,"['Which', 'type', 'of', 'crime', 'happen', 'the', 'most', 'in', 'Salford?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 5, False], None]]]], 'where': [[False, 9, [0, [0, 4, False], None], '""%Salford%""', None]], 'groupBy': [[0, 5, False]], 'having': [], 'orderBy': ['desc', [[0, [3, 0, False], None]]], 'limit': 1, 'intersect': None, 'union': None, 'except': None}"
3,GreaterManchesterCrime,"SELECT count(*) FROM GreaterManchesterCrime WHERE Outcome = ""Under investigation""","['SELECT', 'count(*)', 'FROM', 'GreaterManchesterCrime', 'WHERE', 'Outcome', '=', '""Under', 'investigation""']",How many crimes are under investigation?,"['How', 'many', 'crimes', 'are', 'under', 'investigation?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[3, [0, [0, 0, False], None]]]], 'where': [[False, 2, [0, [0, 6, False], None], '""Under investigation""', None]], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}"
4,GreaterManchesterCrime,SELECT count(*) FROM GreaterManchesterCrime,"['SELECT', 'count(*)', 'FROM', 'GreaterManchesterCrime']",How many crimes has been conducted?,"['How', 'many', 'crimes', 'has', 'been', 'conducted?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[3, [0, [0, 0, False], None]]]], 'where': [], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}"
5,GreaterManchesterCrime,SELECT Location FROM GreaterManchesterCrime GROUP BY Location ORDER BY count(*) DESC LIMIT 3,"['SELECT', 'Location', 'FROM', 'GreaterManchesterCrime', 'GROUP', 'BY', 'Location', 'ORDER', 'BY', 'count(*)', 'DESC', 'LIMIT', '3']",What is the top 3 area of crime conducted?,"['What', 'is', 'the', 'top', '3', 'area', 'of', 'crime', 'conducted?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 3, False], None]]]], 'where': [], 'groupBy': [[0, 3, False]], 'having': [], 'orderBy': ['desc', [[0, [3, 0, False], None]]], 'limit': 3, 'intersect': None, 'union': None, 'except': None}"
6,GreaterManchesterCrime,"SELECT Type FROM GreaterManchesterCrime WHERE Outcome LIKE ""%Investigation complete%"" GROUP BY Type ORDER BY count(*) DESC LIMIT 1","['SELECT', 'Type', 'FROM', 'GreaterManchesterCrime', 'WHERE', 'Outcome', 'LIKE', '""%Investigation', 'complete%""', 'GROUP', 'BY', 'Type', 'ORDER', 'BY', 'count(*)', 'DESC', 'LIMIT', '1']","Which type of crime has the highest rate of ""Investigation complete""?","['Which', 'type', 'of', 'crime', 'has', 'the', 'highest', 'rate', 'of', '""Investigation', 'complete""?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 5, False], None]]]], 'where': [[False, 9, [0, [0, 6, False], None], '""%Investigation complete%""', None]], 'groupBy': [[0, 5, False]], 'having': [], 'orderBy': ['desc', [[0, [3, 0, False], None]]], 'limit': 1, 'intersect': None, 'union': None, 'except': None}"
7,GreaterManchesterCrime,"SELECT count(*) FROM GreaterManchesterCrime WHERE Type LIKE ""%Drug%""","['SELECT', 'count(*)', 'FROM', 'GreaterManchesterCrime', 'WHERE', 'Type', 'LIKE', '""%Drug%""']","How many crimes were classified as ""Drugs""?","['How', 'many', 'crimes', 'were', 'classified', 'as', '""Drugs""?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[3, [0, [0, 0, False], None]]]], 'where': [[False, 9, [0, [0, 5, False], None], '""%Drug%""', None]], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}"
8,GreaterManchesterCrime,"SELECT count(*) FROM GreaterManchesterCrime WHERE Outcome LIke ""%Under investigation%""","['SELECT', 'count(*)', 'FROM', 'GreaterManchesterCrime', 'WHERE', 'Outcome', 'LIke', '""%Under', 'investigation%""']","How many crimes are still ""Under investigation"" to date?","['How', 'many', 'crimes', 'are', 'still', '""Under', 'investigation""', 'to', 'date?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[3, [0, [0, 0, False], None]]]], 'where': [[False, 9, [0, [0, 6, False], None], '""%Under investigation%""', None]], 'groupBy': [], 'having': [], 'orderBy': [], 'limit': None, 'intersect': None, 'union': None, 'except': None}"
9,GreaterManchesterCrime,"SELECT Location FROM GreaterManchesterCrime WHERE Type LIke ""%Drug%"" GROUP BY Location ORDER BY count(*) DESC LIMIT 1","['SELECT', 'Location', 'FROM', 'GreaterManchesterCrime', 'WHERE', 'Type', 'LIke', '""%Drug%""', 'GROUP', 'BY', 'Location', 'ORDER', 'BY', 'count(*)', 'DESC', 'LIMIT', '1']","Which location has the top amount of ""Drugs"" crime conducted?","['Which', 'location', 'has', 'the', 'top', 'amount', 'of', '""Drugs""', 'crime', 'conducted?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 3, False], None]]]], 'where': [[False, 9, [0, [0, 5, False], None], '""%Drug%""', None]], 'groupBy': [[0, 3, False]], 'having': [], 'orderBy': ['desc', [[0, [3, 0, False], None]]], 'limit': 1, 'intersect': None, 'union': None, 'except': None}"
10,GreaterManchesterCrime,SELECT Type FROM GreaterManchesterCrime GROUP BY Type ORDER BY count(*) DESC LIMIT 1,"['SELECT', 'Type', 'FROM', 'GreaterManchesterCrime', 'GROUP', 'BY', 'Type', 'ORDER', 'BY', 'count(*)', 'DESC', 'LIMIT', '1']",What’s the most common type of crime?,"['What’s', 'the', 'most', 'common', 'type', 'of', 'crime?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 5, False], None]]]], 'where': [], 'groupBy': [[0, 5, False]], 'having': [], 'orderBy': ['desc', [[0, [3, 0, False], None]]], 'limit': 1, 'intersect': None, 'union': None, 'except': None}"
11,GreaterManchesterCrime,SELECT Location FROM GreaterManchesterCrime GROUP BY Location ORDER BY count(*) DESC LIMIT 1,"['SELECT', 'Location', 'FROM', 'GreaterManchesterCrime', 'GROUP', 'BY', 'Location', 'ORDER', 'BY', 'count(*)', 'DESC', 'LIMIT', '1']",Where is the most dangerous area?,"['Where', 'is', 'the', 'most', 'dangerous', 'area?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 3, False], None]]]], 'where': [], 'groupBy': [[0, 3, False]], 'having': [], 'orderBy': ['desc', [[0, [3, 0, False], None]]], 'limit': 1, 'intersect': None, 'union': None, 'except': None}"
12,GreaterManchesterCrime,SELECT Location FROM GreaterManchesterCrime GROUP BY Location ORDER BY count(*) LIMIT 1,"['SELECT', 'Location', 'FROM', 'GreaterManchesterCrime', 'GROUP', 'BY', 'Location', 'ORDER', 'BY', 'count(*)', 'LIMIT', '1']",Where is the safest area?,"['Where', 'is', 'the', 'safest', 'area?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 3, False], None]]]], 'where': [], 'groupBy': [[0, 3, False]], 'having': [], 'orderBy': ['asc', [[0, [3, 0, False], None]]], 'limit': 1, 'intersect': None, 'union': None, 'except': None}"
13,GreaterManchesterCrime,"SELECT Location FROM GreaterManchesterCrime WHERE Type = ""Violence and sexual offences"" GROUP BY Location ORDER BY count(*) DESC LIMIT 1","['SELECT', 'Location', 'FROM', 'GreaterManchesterCrime', 'WHERE', 'Type', '=', '""Violence', 'and', 'sexual', 'offences""', 'GROUP', 'BY', 'Location', 'ORDER', 'BY', 'count(*)', 'DESC', 'LIMIT', '1']",Where is the place with the largest number of sexual offenses crime events?,"['Where', 'is', 'the', 'place', 'with', 'the', 'largest', 'number', 'of', 'sexual', 'offenses', 'crime', 'events?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 3, False], None]]]], 'where': [[False, 2, [0, [0, 5, False], None], '""Violence and sexual offences""', None]], 'groupBy': [[0, 3, False]], 'having': [], 'orderBy': ['desc', [[0, [3, 0, False], None]]], 'limit': 1, 'intersect': None, 'union': None, 'except': None}"
14,GreaterManchesterCrime,SELECT Location FROM GreaterManchesterCrime GROUP BY Location ORDER BY count(*) DESC LIMIT 1,"['SELECT', 'Location', 'FROM', 'GreaterManchesterCrime', 'GROUP', 'BY', 'Location', 'ORDER', 'BY', 'count(*)', 'DESC', 'LIMIT', '1']","If it is possible to increase the number of police officers, which place is with the first priority?","['If', 'it', 'is', 'possible', 'to', 'increase', 'the', 'number', 'of', 'police', 'officers,', 'which', 'place', 'is', 'with', 'the', 'first', 'priority?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 3, False], None]]]], 'where': [], 'groupBy': [[0, 3, False]], 'having': [], 'orderBy': ['desc', [[0, [3, 0, False], None]]], 'limit': 1, 'intersect': None, 'union': None, 'except': None}"
15,GreaterManchesterCrime,"SELECT Type FROM GreaterManchesterCrime WHERE Outcome = ""Awaiting court outcome"" GROUP BY Type ORDER BY count(*) DESC LIMIT 1","['SELECT', 'Type', 'FROM', 'GreaterManchesterCrime', 'WHERE', 'Outcome', '=', '""Awaiting', 'court', 'outcome""', 'GROUP', 'BY', 'Type', 'ORDER', 'BY', 'count(*)', 'DESC', 'LIMIT', '1']",Which type of crime has the most prosecution cases?,"['Which', 'type', 'of', 'crime', 'has', 'the', 'most', 'prosecution', 'cases?']","{'from': {'table_units': [['table_unit', 0]], 'conds': []}, 'select': [False, [[0, [0, [0, 5, False], None]]]], 'where': [[False, 2, [0, [0, 6, False], None], '""Awaiting court outcome""', None]], 'groupBy': [[0, 5, False]], 'having': [], 'orderBy': ['desc', [[0, [3, 0, False], None]]], 'limit': 1, 'intersect': None, 'union': None, 'except': None}"
